locus_tag,gene_name,accession,old_locus_tag,start,stop,strand,gene_product,COG,uniprot,operon
Rv0224c,Rv0224c,NC_000962.3,,267863,268627,-,methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",P9WJZ9,Op156
Rv0225,Rv0225,NC_000962.3,,268663,269817,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,P96407,Op157
Rv0226c,Rv0226c,NC_000962.3,,269834,271564,-,transmembrane protein,No COG annotation,P96408,Op158
Rv0227c,Rv0227c,NC_000962.3,,271574,272839,-,membrane protein,Function unknown,P96409,Op158
Rv0228,Rv0228,NC_000962.3,,273055,274278,+,acyltransferase,Lipid transport and metabolism,P96410,Op159
Rv0229c,Rv0229c,NC_000962.3,,274306,274719,-,hypothetical protein,Function unknown,L0T5V6,Op160
Rv0230c,php,NC_000962.3,,274983,275963,-,phosphotriesterase,Function unknown,P9WHN9,Op160
Rv0231,fadE4,NC_000962.3,,276058,277764,+,acyl-CoA dehydrogenase FadE4,Lipid transport and metabolism,P96414,Op161
Rv0232,Rv0232,NC_000962.3,,277899,278588,+,transcriptional regulator,Transcription,P96415,Op162
Rv0233,nrdB,NC_000962.3,,278585,279529,+,ribonucleoside-diphosphate reductase subunit beta NrdB,Nucleotide transport and metabolism,P9WH69,Op162
Rv0234c,gabD1,NC_000962.3,,279605,281140,-,succinate-semialdehyde dehydrogenase,Energy production and conversion,P9WNX9,Op163
Rv0235c,Rv0235c,NC_000962.3,,281166,282614,-,transmembrane protein,Function unknown,P96418,Op163
Rv0236c,aftD,NC_000962.3,,282649,286851,-,alpha-(1->3)-arabinofuranosyltransferase,Lipid transport and metabolism,P96419,Op163
Rv0236A,Rv0236A,NC_000962.3,,286898,287071,-,hypothetical protein,Function unknown,P9WLB1,Op164
Rv0237,lpqI,NC_000962.3,,287186,288352,+,lipoprotein LpqI,Carbohydrate transport and metabolism,L7N6B0,Op165
Rv0238,Rv0238,NC_000962.3,,288428,289042,+,transcriptional regulator,Transcription,O53661,Op166
Rv0239,vapB24,NC_000962.3,,289104,289337,+,antitoxin VapB24,No COG annotation,P9WJ41,Op167
Rv0240,vapC24,NC_000962.3,,289345,289782,+,ribonuclease VapC24,Carbohydrate transport and metabolism,P9WF87,Op167
Rv0241c,htdX,NC_000962.3,,289812,290654,-,3-hydroxyacyl-thioester dehydratase HtdX,Lipid transport and metabolism,O53664,Op168
Rv0242c,fabG4,NC_000962.3,,290665,292029,-,3-oxoacyl-ACP reductase FabG,Lipid transport and metabolism,I6Y778,Op168
Rv0243,fadA2,NC_000962.3,,292171,293493,+,acetyl-CoA acetyltransferase FadA,Lipid transport and metabolism,O86361,Op169
Rv0244c,fadE5,NC_000962.3,,293798,295633,-,acyl-CoA dehydrogenase FadE5,Lipid transport and metabolism,O53666,Op170
Rv0245,Rv0245,NC_000962.3,,296005,296493,+,oxidoreductase,Function unknown,O53667,Op171
Rv0246,Rv0246,NC_000962.3,,296809,298119,+,integral membrane protein,Amino acid transport and metabolism,O53668,Op172
Rv0247c,Rv0247c,NC_000962.3,,298116,298862,-,succinate dehydrogenase iron-sulfur subunit,Energy production and conversion,O53669,Op173
Rv0248c,Rv0248c,NC_000962.3,,298863,300803,-,succinate dehydrogenase flavoprotein subunit,Energy production and conversion,O53670,Op173
Rv0249c,Rv0249c,NC_000962.3,,300834,301655,-,succinate dehydrogenase membrane anchor subunit,Function unknown,O53671,Op173
Rv0250c,Rv0250c,NC_000962.3,,301735,302028,-,hypothetical protein,No COG annotation,O53672,Op174
Rv0251c,hsp,NC_000962.3,,302173,302652,-,heat shock protein,"Post-translational modification, protein turnover,and chaperones",O53673,Op175
Rv0252,nirB,NC_000962.3,,302866,305427,+,nitrite reductase large subunit NirB,Energy production and conversion,O53674,Op176
Rv0253,nirD,NC_000962.3,,305453,305809,+,nitrite reductase small subunit NirD,Inorganic ion transport and metabolism,O53675,Op176
Rv0254c,cobU,NC_000962.3,,305825,306349,-,bifunctional cobinamide kinase/cobinamide phosphate guanylyltransferase,Coenzyme transport and metabolism,O53676,Op177
Rv0255c,cobQ1,NC_000962.3,,306374,307858,-,cobyric acid synthase,Coenzyme transport and metabolism,P9WP95,Op177
Rv0256c,PPE2,NC_000962.3,,307877,309547,-,PPE family protein PPE2,Cell motility,P9WI47,Op177
Rv0257,Rv0257,NC_000962.3,,309699,310073,+,hypothetical protein,No COG annotation,L7N694,Op178
Rv0258c,Rv0258c,NC_000962.3,,310294,310749,-,hypothetical protein,Transcription,P95215,Op179
Rv0259c,Rv0259c,NC_000962.3,,310774,311517,-,hypothetical protein,Function unknown,P95216,Op179
Rv0260c,Rv0260c,NC_000962.3,,311514,312659,-,transcriptional regulator,Coenzyme transport and metabolism,P95217,Op179
Rv0261c,narK3,NC_000962.3,,312759,314168,-,nitrate/nitrite transporter,Inorganic ion transport and metabolism,P95218,Op180
Rv0262c,aac,NC_000962.3,,314309,314854,-,aminoglycoside 2'-N-acetyltransferase,Transcription,P9WQG9,Op181
Rv0263c,Rv0263c,NC_000962.3,,314864,315766,-,hypothetical protein,Amino acid transport and metabolism,P95220,Op181
Rv0264c,Rv0264c,NC_000962.3,,315783,316415,-,hypothetical protein,Amino acid transport and metabolism,P95221,Op181
Rv0265c,Rv0265c,NC_000962.3,,316511,317503,-,iron ABC transporter substrate-binding lipoprotein,Inorganic ion transport and metabolism,L7N6B2,Op182
Rv0266c,oplA,NC_000962.3,,317525,321154,-,5-oxoprolinase OplA,Amino acid transport and metabolism,P95223,Op182
Rv0267,narU,NC_000962.3,,321331,322722,+,nitrite extrusion protein NarU,Inorganic ion transport and metabolism,P95224,Op183
Rv0268c,Rv0268c,NC_000962.3,,322764,323273,-,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",P95225,Op184
Rv0269c,Rv0269c,NC_000962.3,,323338,324531,-,hypothetical protein,"Replication, recombination and repair",P95226,Op185
Rv0270,fadD2,NC_000962.3,,324567,326249,+,fatty-acid--CoA ligase FadD2,Lipid transport and metabolism,P95227,Op186
Rv0271c,fadE6,NC_000962.3,,326266,328461,-,acyl-CoA dehydrogenase FadE6,Lipid transport and metabolism,P95228,Op187
Rv0272c,Rv0272c,NC_000962.3,,328575,329708,-,hypothetical protein,Function unknown,P95229,Op188
Rv0273c,Rv0273c,NC_000962.3,,329705,330325,-,transcriptional regulator,Transcription,O86342,Op188
Rv0274,Rv0274,NC_000962.3,,330422,331003,+,hypothetical protein,Amino acid transport and metabolism,O53680,Op189
Rv0275c,Rv0275c,NC_000962.3,,330933,331658,-,transcriptional regulator,Transcription,L7N6A2,Op190
Rv0276,Rv0276,NC_000962.3,,331748,332668,+,hypothetical protein,Function unknown,O53682,Op191
Rv0277c,vapC25,NC_000962.3,,332708,333136,-,ribonuclease VapC25,Function unknown,P9WF85,Op192
Rv0278c,Rv0278c,NC_000962.3,,333437,336310,-,PE-PGRS family protein PE_PGRS3,Function unknown,P9WIG3,Op192
Rv0279c,PE_PGRS4,NC_000962.3,,336560,339073,-,PE-PGRS family protein PE_PGRS4,No COG annotation,L0T4W6,Op193
Rv0280,PPE3,NC_000962.3,,339364,340974,+,PPE family protein PPE3,Cell motility,P9WI45,Op194
Rv0281,Rv0281,NC_000962.3,,340998,341906,+,S-adenosylmethionine-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",P9WFI9,Op194
Rv0282,eccA3,NC_000962.3,,342130,344025,+,ESX-3 secretion system protein EccA,"Post-translational modification, protein turnover,and chaperones",P9WPI3,Op195
Rv0283,eccB3,NC_000962.3,,344022,345638,+,ESX-3 secretion system protein EccB3,Function unknown,P9WNR3,Op195
Rv0284,eccC3,NC_000962.3,,345635,349627,+,ESX-3 secretion system protein EccC3,"Cell cycle control, cell division, chromosome partitioning",P9WNA9,Op195
Rv0285,PE5,NC_000962.3,,349624,349932,+,PE family protein PE5,Function unknown,L7N695,Op195
Rv0286,PPE4,NC_000962.3,,349935,351476,+,PPE family protein PPE4,Cell motility,P9WI43,Op195
Rv0287,esxG,NC_000962.3,,351525,351818,+,ESAT-6 like protein EsxG,No COG annotation,O53692,Op196
Rv0288,esxH,NC_000962.3,,351848,352138,+,ESAT-6-like protein EsxH,Function unknown,P9WNK3,Op196
Rv0289,espG3,NC_000962.3,,352149,353036,+,ESX-3 secretion-associated protein EspG3,Function unknown,P9WJC7,Op196
Rv0290,eccD3,NC_000962.3,,353083,354501,+,ESX-3 secretion system protein EccD,Function unknown,P9WNQ3,Op197
Rv0291,mycP3,NC_000962.3,,354498,355883,+,membrane-anchored mycosin MycP,"Post-translational modification, protein turnover,and chaperones",O53695,Op197
Rv0292,eccE3,NC_000962.3,,355880,356875,+,ESX-3 secretion system protein EccE,Function unknown,P9WJE5,Op197
Rv0293c,Rv0293c,NC_000962.3,,356862,358064,-,hypothetical protein,Function unknown,O53697,Op198
Rv0294,tam,NC_000962.3,,358171,358956,+,trans-aconitate methyltransferase,"Translation, ribosomal structure and biogenesis",P9WGA3,Op199
Rv0295c,Rv0295c,NC_000962.3,,358945,359748,-,hypothetical protein,Function unknown,O53699,Op200
Rv0296c,Rv0296c,NC_000962.3,,359758,361155,-,sulfatase,Inorganic ion transport and metabolism,Q6MX51,Op200
Rv0297,PE_PGRS5,NC_000962.3,,361334,363109,+,PE-PGRS family protein PE_PGRS5,Energy production and conversion,Q6MX50,Op201
Rv0298,Rv0298,NC_000962.3,,363252,363479,+,antitoxin,Function unknown,P9WJ09,Op202
Rv0299,Rv0299,NC_000962.3,,363476,363778,+,toxin,No COG annotation,O07226,Op202
Rv0300,vapB2,NC_000962.3,,363826,364047,+,antitoxin VapB2,No COG annotation,O07227,Op203
Rv0301,vapC2,NC_000962.3,,364044,364469,+,ribonuclease VapC2,Function unknown,P9WFB9,Op203
Rv0302,Rv0302,NC_000962.3,,364605,365237,+,transcriptional regulator,Transcription,O07229,Op204
Rv0303,Rv0303,NC_000962.3,,365234,366142,+,dehydrogenase/reductase,Lipid transport and metabolism,O07230,Op204
Rv0304c,PPE5,NC_000962.3,,366150,372764,-,PPE family protein PPE5,Cell motility,Q6MX49,Op205
Rv0305c,PPE6,NC_000962.3,,372820,375711,-,PPE family protein PPE6,Cell motility,Q6MX48,Op206
Rv0306,Rv0306,NC_000962.3,,375914,376585,+,oxidoreductase,Energy production and conversion,O07233,Op207
Rv0307c,Rv0307c,NC_000962.3,,376573,377055,-,hypothetical protein,No COG annotation,O07234,Op208
Rv0308,Rv0308,NC_000962.3,,377113,377829,+,integral membrane protein,Lipid transport and metabolism,O07235,Op209
Rv0309,Rv0309,NC_000962.3,,377931,378587,+,hypothetical protein,Function unknown,O07236,Op210
Rv0310c,Rv0310c,NC_000962.3,,378657,379148,-,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",O07237,Op211
Rv0311,Rv0311,NC_000962.3,,379172,380401,+,hypothetical protein,No COG annotation,O07238,Op212
Rv0312,Rv0312,NC_000962.3,,380556,382418,+,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",O07239,Op213
Rv0313,Rv0313,NC_000962.3,,382490,382876,+,hypothetical protein,No COG annotation,P9WL03,Op214
Rv0314c,Rv0314c,NC_000962.3,,382879,383541,-,membrane protein,Function unknown,O07241,Op215
Rv0315,Rv0315,NC_000962.3,,383602,384486,+,beta-1%2C3-glucanase,Carbohydrate transport and metabolism,O07242,Op216
Rv0316,Rv0316,NC_000962.3,,384535,385149,+,muconolactone isomerase,"Secondary metabolites biosynthesis, transport, and catabolism",O07243,Op217
Rv0317c,glpQ2,NC_000962.3,,385173,385943,-,glycerophosphoryl diester phosphodiesterase GlpQ,Energy production and conversion,O07244,Op218
Rv0318c,Rv0318c,NC_000962.3,,386305,387099,-,integral membrane protein,Inorganic ion transport and metabolism,Q6MX47,Op219
Rv0319,pcp,NC_000962.3,,387148,387816,+,pyrrolidone-carboxylate peptidase,"Translation, ribosomal structure and biogenesis",P9WIJ5,Op220
Rv0320,Rv0320,NC_000962.3,,387888,388550,+,hypothetical protein,Signal transduction mechanisms,O07246,Op221
Rv0321,dcd,NC_000962.3,,388582,389154,+,deoxycytidine triphosphate deaminase,Nucleotide transport and metabolism,P9WP17,Op221
Rv0322,udgA,NC_000962.3,,389260,390591,+,UDP-glucose 6-dehydrogenase UdgA,Cell wall/membrane/envelope biogenesis,O07248,Op222
Rv0323c,Rv0323c,NC_000962.3,,390580,391251,-,hypothetical protein,Function unknown,L0T643,Op223
Rv0324,Rv0324,NC_000962.3,,391352,392032,+,transcriptional regulator,Transcription,O08446,Op224
Rv0325,Rv0325,NC_000962.3,,392039,392263,+,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",O07250,Op224
Rv0326,Rv0326,NC_000962.3,,392273,392728,+,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",O07251,Op224
Rv0327c,cyp135A1,NC_000962.3,,392696,394045,-,cytochrome P450 Cyp135A1,Energy production and conversion,P9WPN1,Op225
Rv0328,Rv0328,NC_000962.3,,394111,394713,+,transcriptional regulator,Transcription,O07252,Op226
Rv0329c,Rv0329c,NC_000962.3,,394694,395320,-,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",O07253,Op227
Rv0330c,Rv0330c,NC_000962.3,,395347,396087,-,hypothetical protein,Transcription,O07254,Op227
Rv0331,Rv0331,NC_000962.3,,396201,397367,+,dehydrogenase/reductase,Function unknown,O07255,Op228
Rv0332,Rv0332,NC_000962.3,,397442,398227,+,hypothetical protein,Function unknown,O07256,Op229
Rv0333,Rv0333,NC_000962.3,,398254,398628,+,hypothetical protein,Function unknown,O33273,Op229
Rv0334,rmlA,NC_000962.3,,398658,399524,+,glucose-1-phosphate thymidylyltransferase,Cell wall/membrane/envelope biogenesis,P9WH13,Op229
Rv0335c,PE6,NC_000962.3,,399535,400050,-,PE family protein PE6,Lipid transport and metabolism,L7N648,Op230
Rv0336,Rv0336,NC_000962.3,,400192,401703,+,hypothetical protein,Defense mechanisms,O33266,Op231
Rv0337c,aspC,NC_000962.3,,401873,403162,-,aspartate aminotransferase,Amino acid transport and metabolism,P9WQ91,Op232
Rv0338c,Rv0338c,NC_000962.3,,403193,405841,-,iron-sulfur-binding reductase,Energy production and conversion,O33268,Op232
Rv0339c,Rv0339c,NC_000962.3,,405950,408448,-,transcriptional regulator,Transcription,O33269,Op233
Rv0340,Rv0340,NC_000962.3,,408634,409173,+,hypothetical protein,No COG annotation,O33270,Op234
Rv0341,iniB,NC_000962.3,,409362,410801,+,isoniazid inducible protein IniB,No COG annotation,P9WJ97,Op235
Rv0342,iniA,NC_000962.3,,410838,412760,+,isoniazid inductible protein IniA,Function unknown,P9WJ99,Op235
Rv0343,iniC,NC_000962.3,,412757,414238,+,iIsoniazid inductible protein IniC,Function unknown,P9WJ95,Op235
Rv0344c,lpqJ,NC_000962.3,,414381,414941,-,lipoprotein LpqJ,No COG annotation,O06295,Op236
Rv0345,Rv0345,NC_000962.3,,415050,415460,+,hypothetical protein,Function unknown,O06296,Op237
Rv0346c,ansP2,NC_000962.3,,415502,416965,-,L-asparagine permease,Amino acid transport and metabolism,P9WQM7,Op238
Rv0347,Rv0347,NC_000962.3,,417304,418290,+,membrane protein,No COG annotation,O06298,Op239
Rv0348,Rv0348,NC_000962.3,,418293,418946,+,transcriptional regulator,No COG annotation,O06299,Op239
Rv0349,Rv0349,NC_000962.3,,418949,419608,+,hypothetical protein,No COG annotation,O06300,Op239
Rv0350,dnaK,NC_000962.3,,419835,421712,+,chaperone protein DnaK,"Post-translational modification, protein turnover,and chaperones",P9WMJ9,Op240
Rv0351,grpE,NC_000962.3,,421709,422416,+,stress response protein GrpE,"Post-translational modification, protein turnover,and chaperones",P9WMT5,Op240
Rv0352,dnaJ1,NC_000962.3,,422452,423639,+,chaperone protein DnaJ,"Post-translational modification, protein turnover,and chaperones",P9WNV9,Op240
Rv0353,hspR,NC_000962.3,,423639,424019,+,heat shock protein transcriptional repressor HspR,Transcription,O06302,Op240
Rv0354c,PPE7,NC_000962.3,,424269,424694,-,PPE family protein PPE7,"Intracellular trafficking, secretion, and vesicular transport",L0T545,Op241
Rv0355c,PPE8,NC_000962.3,,424777,434679,-,PPE family protein PPE8,Cell motility,I6Y7L4,Op242
Rv0356c,Rv0356c,NC_000962.3,,434830,435474,-,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",O06307,Op243
Rv0357c,purA,NC_000962.3,,435471,436769,-,adenylosuccinate synthetase,Nucleotide transport and metabolism,P9WHN3,Op243
Rv0358,Rv0358,NC_000962.3,,436860,437507,+,hypothetical protein,Lipid transport and metabolism,O06308,Op244
Rv0359,Rv0359,NC_000962.3,,437518,438297,+,zinc metalloprotease,Function unknown,L0T550,Op244
Rv0360c,Rv0360c,NC_000962.3,,438302,438739,-,hypothetical protein,Function unknown,O06310,Op245
Rv0361,Rv0361,NC_000962.3,,438822,439649,+,membrane protein,"Cell cycle control, cell division, chromosome partitioning",O06311,Op246
Rv0362,mgtE,NC_000962.3,,439871,441253,+,Mg2+ transport transmembrane protein MgtE,Inorganic ion transport and metabolism,O06312,Op247
Rv0363c,fba,NC_000962.3,,441265,442299,-,fructose-bisphosphate aldolase,Carbohydrate transport and metabolism,P9WQA3,Op248
Rv0364,Rv0364,NC_000962.3,,442395,443078,+,transmembrane protein,Function unknown,P9WP09,Op249
Rv0365c,Rv0365c,NC_000962.3,,443067,444197,-,hypothetical protein,Carbohydrate transport and metabolism,O06315,Op250
Rv0366c,Rv0366c,NC_000962.3,,444222,444815,-,hypothetical protein,Function unknown,O53701,Op250
Rv0367c,Rv0367c,NC_000962.3,,444844,445233,-,hypothetical protein,Function unknown,O53702,Op250
Rv0368c,Rv0368c,NC_000962.3,,445314,446525,-,hypothetical protein,Function unknown,O53703,Op251
Rv0369c,Rv0369c,NC_000962.3,,446531,447046,-,membrane oxidoreductase,Function unknown,O53704,Op251
Rv0370c,Rv0370c,NC_000962.3,,447147,448043,-,oxidoreductase,Function unknown,O53705,Op252
Rv0371c,Rv0371c,NC_000962.3,,448040,448633,-,hypothetical protein,Function unknown,I6WY86,Op252
Rv0372c,Rv0372c,NC_000962.3,,448630,449385,-,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",O53707,Op252
Rv0373c,Rv0373c,NC_000962.3,,449404,451803,-,carbon monoxyde dehydrogenase large subunit,Energy production and conversion,O53708,Op252
Rv0374c,Rv0374c,NC_000962.3,,451800,452279,-,carbon monoxyde dehydrogenase small subunit,Energy production and conversion,O53709,Op252
Rv0375c,Rv0375c,NC_000962.3,,452294,453154,-,carbon monoxyde dehydrogenase medium subunit,Energy production and conversion,I6Y7N2,Op252
Rv0376c,Rv0376c,NC_000962.3,,453230,454372,-,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",O53711,Op253
Rv0377,Rv0377,NC_000962.3,,454421,455386,+,HTH-type transcriptional regulator,Transcription,P9WMF7,Op254
Rv0378,Rv0378,NC_000962.3,,455637,455858,+,hypothetical protein,No COG annotation,O53713,Op255
Rv0379,secE2,NC_000962.3,,455977,456192,+,protein translocase subunit SecE,Function unknown,Q6MX43,Op256
Rv0380c,Rv0380c,NC_000962.3,,456268,456819,-,RNA methyltransferase,"Translation, ribosomal structure and biogenesis",O53715,Op257
Rv0381c,Rv0381c,NC_000962.3,,456915,457823,-,hypothetical protein,No COG annotation,O53716,Op258
Rv0382c,pyrE,NC_000962.3,,457841,458380,-,orotate phosphoribosyltransferase,Nucleotide transport and metabolism,P9WHK9,Op258
Rv0383c,Rv0383c,NC_000962.3,,458461,459315,-,hypothetical protein,No COG annotation,O53718,Op259
Rv0384c,clpB,NC_000962.3,,459456,462002,-,chaperone protein ClpB,"Post-translational modification, protein turnover,and chaperones",P9WPD1,Op260
Rv0385,Rv0385,NC_000962.3,,462135,463307,+,monooxygenase,Energy production and conversion,Q7ARS9,Op261
Rv0386,Rv0386,NC_000962.3,,463411,466668,+,transcriptional regulator,Transcription,O53720,Op262
Rv0389,purT,NC_000962.3,,468335,469594,+,phosphoribosylglycinamide formyltransferase PurT,Nucleotide transport and metabolism,P95197,Op263
Rv0390,Rv0390,NC_000962.3,,469591,470013,+,hypothetical protein,Inorganic ion transport and metabolism,P95198,Op263
Rv0391,metZ,NC_000962.3,,470010,471230,+,O-succinylhomoserine sulfhydrylase,Amino acid transport and metabolism,P9WGB5,Op263
Rv0392c,ndhA,NC_000962.3,,471227,472639,-,NADH dehydrogenase NdhA,Energy production and conversion,P95200,Op264
Rv0393,Rv0393,NC_000962.3,,472781,474106,+,hypothetical protein,Defense mechanisms,P95201,Op265
Rv0394c,Rv0394c,NC_000962.3,,474122,474841,-,hypothetical protein,No COG annotation,P95202,Op266
Rv0395,Rv0395,NC_000962.3,,474940,475344,+,hypothetical protein,No COG annotation,P95203,Op267
Rv0396,Rv0396,NC_000962.3,,475350,475742,+,hypothetical protein,No COG annotation,P95204,Op267
Rv0397,Rv0397,NC_000962.3,,475816,476184,+,hypothetical protein,Defense mechanisms,P95205,Op268
Rv0397A,Rv0397A,NC_000962.3,,476394,476642,+,hypothetical protein,No COG annotation,I6Y3N9,Op269
Rv0398c,Rv0398c,NC_000962.3,,476679,477320,-,hypothetical protein,No COG annotation,P95206,Op270
Rv0399c,lpqK,NC_000962.3,,477327,478556,-,lipoprotein LpqK,Defense mechanisms,P95207,Op270
Rv0400c,fadE7,NC_000962.3,,478566,479753,-,acyl-CoA dehydrogenase FadE7,Lipid transport and metabolism,P95208,Op270
Rv0401,Rv0401,NC_000962.3,,479789,480160,+,transmembrane protein,Function unknown,P95210,Op271
